Date	Time	Pulse_ID	DO	DI	UO	UI	Batt_V	Ext_V
2024-11-15	11:01:57	3	18.815	18.607	18.929	18.714	4.07	20.60
2024-11-15	11:01:58	3	18.814	18.608	18.929	18.713	3.86	23.32
2024-11-15	11:01:59	3	18.813	18.606	18.927	18.712	4.02	24.69
2024-11-15	11:30:00	4	18.800	18.600	18.900	18.699	4.09	21.09
2024-11-15	11:30:01	4	18.800	18.600	18.900	18.700	4.07	20.23
2024-11-15	11:30:02	4	18.802	18.599	18.901	18.701	4.06	24.37
2024-11-15	11:30:03	4	18.799	18.600	18.899	18.700	4.10	24.92
2024-11-15	11:30:04	4	18.799	18.601	18.900	18.699	4.00	22.42
2024-11-15	11:30:05	4	18.802	18.600	18.900	18.699	4.05	22.17
2024-11-15	11:30:06	4	18.800	18.601	18.899	18.701	3.84	24.23
2024-11-15	11:30:07	4	18.801	18.600	18.900	18.700	4.07	24.32
2024-11-15	11:30:08	4	18.802	18.599	18.899	18.701	4.15	22.82
2024-11-15	11:30:09	4	18.801	18.599	18.899	18.700	4.11	24.62
2024-11-15	11:30:10	4	18.799	18.600	18.899	18.700	3.92	23.14
2024-11-15	11:30:11	4	18.801	18.597	18.900	18.701	3.93	21.58
2024-11-15	11:30:12	4	18.800	18.600	18.899	18.700	3.94	21.86
2024-11-15	11:30:13	4	18.800	18.600	18.900	18.700	4.11	23.77
2024-11-15	11:30:14	4	18.800	18.601	18.899	18.699	4.19	20.14
2024-11-15	11:30:15	4	18.801	18.600	18.899	18.700	3.93	21.87
2024-11-15	11:30:16	4	18.801	18.599	18.901	18.701	4.12	21.09
2024-11-15	11:30:17	4	18.801	18.600	18.901	18.699	3.95	21.07
2024-11-15	11:30:18	4	18.800	18.600	18.902	18.701	4.19	21.99
2024-11-15	11:30:19	4	18.802	18.600	18.900	18.701	3.83	23.32
2024-11-15	11:30:20	4	18.800	18.599	18.898	18.700	3.98	22.24
2024-11-15	11:30:21	4	18.800	18.601	18.898	18.697	3.98	24.54
2024-11-15	11:30:22	4	18.799	18.601	18.901	18.700	4.00	23.98
2024-11-15	11:30:23	4	18.802	18.600	18.901	18.700	4.03	22.24
2024-11-15	11:30:24	4	18.800	18.600	18.899	18.703	3.95	21.27
2024-11-15	11:30:25	4	18.801	18.600	18.901	18.699	4.13	22.80
2024-11-15	11:30:26	4	18.800	18.600	18.900	18.701	4.17	21.65
2024-11-15	11:30:27	4	18.800	18.600	18.900	18.699	3.95	23.41
2024-11-15	11:30:28	4	18.800	18.600	18.900	18.700	3.82	21.66
2024-11-15	11:30:29	4	18.801	18.600	18.900	18.699	3.95	23.13
2024-11-15	11:30:30	4	19.939	19.545	18.899	18.700	4.16	24.53
2024-11-15	11:30:31	4	19.886	19.495	18.900	18.700	4.19	22.06
2024-11-15	11:30:32	4	19.834	19.447	18.901	18.699	3.80	20.59
2024-11-15	11:30:33	4	19.784	19.400	18.900	18.700	3.83	22.13
2024-11-15	11:30:34	4	19.736	19.358	18.901	18.699	3.99	21.38
2024-11-15	11:30:35	4	19.689	19.316	19.669	19.273	4.14	23.66
2024-11-15	11:30:36	4	19.647	19.278	19.641	19.248	4.11	24.49
2024-11-15	11:30:37	4	19.606	19.240	19.608	19.223	4.09	22.71
2024-11-15	11:30:38	4	19.565	19.207	19.583	19.201	3.88	23.35
2024-11-15	11:30:39	4	19.527	19.176	19.554	19.179	4.09	23.70
2024-11-15	11:30:40	4	19.493	19.145	19.529	19.155	3.94	23.65
2024-11-15	11:30:41	4	19.459	19.115	19.504	19.135	3.85	20.02
2024-11-15	11:30:42	4	19.427	19.086	19.482	19.117	4.11	20.56
2024-11-15	11:30:43	4	19.395	19.059	19.458	19.100	3.84	24.49
2024-11-15	11:30:44	4	19.367	19.035	19.436	19.082	4.14	20.30
2024-11-15	11:30:45	4	19.340	19.010	19.417	19.065	3.94	20.28
2024-11-15	11:30:46	4	19.315	18.989	19.395	19.050	4.11	21.65
2024-11-15	11:30:47	4	19.286	18.967	19.375	19.032	4.08	23.41
2024-11-15	11:30:48	4	19.263	18.948	19.357	19.018	4.04	20.78
2024-11-15	11:30:49	4	19.241	18.932	19.340	19.003	3.85	21.31
2024-11-15	11:30:50	4	19.219	18.912	19.322	18.988	4.02	20.12
2024-11-15	11:30:51	4	19.199	18.893	19.306	18.977	4.06	23.95
2024-11-15	11:30:52	4	19.180	18.878	19.287	18.966	4.19	20.05
2024-11-15	11:30:53	4	19.161	18.863	19.274	18.953	3.81	24.12
2024-11-15	11:30:54	4	19.141	18.848	19.260	18.941	4.07	20.50
2024-11-15	11:30:55	4	19.128	18.835	19.246	18.931	4.07	24.19
2024-11-15	11:30:56	4	19.110	18.822	19.232	18.922	4.05	24.92
2024-11-15	11:30:57	4	19.096	18.812	19.218	18.911	3.87	23.41
2024-11-15	11:30:58	4	19.082	18.800	19.205	18.900	4.11	23.00
2024-11-15	11:30:59	4	19.069	18.788	19.194	18.892	4.02	22.32
2024-11-15	11:31:00	4	19.054	18.778	19.182	18.883	4.11	21.47
2024-11-15	11:31:01	4	19.043	18.771	19.173	18.875	3.96	24.94
2024-11-15	11:31:02	4	19.031	18.761	19.161	18.869	3.94	21.06
2024-11-15	11:31:03	4	19.019	18.752	19.151	18.860	3.82	23.02
2024-11-15	11:31:04	4	19.009	18.744	19.140	18.854	3.95	22.87
2024-11-15	11:31:05	4	18.999	18.736	19.131	18.846	3.98	21.46
2024-11-15	11:31:06	4	18.989	18.729	19.123	18.840	4.10	22.45
2024-11-15	11:31:07	4	18.981	18.721	19.113	18.836	3.98	23.61
2024-11-15	11:31:08	4	18.972	18.715	19.105	18.828	4.02	21.80
2024-11-15	11:31:09	4	18.963	18.706	19.095	18.823	3.98	20.91
2024-11-15	11:31:10	4	18.955	18.703	19.091	18.819	4.04	23.77
2024-11-15	11:31:11	4	18.948	18.697	19.082	18.812	4.06	22.07
2024-11-15	11:31:12	4	18.939	18.691	19.075	18.808	4.19	23.26
2024-11-15	11:31:13	4	18.933	18.685	19.070	18.803	4.11	24.94
2024-11-15	11:31:14	4	18.927	18.682	19.061	18.796	3.95	24.52
2024-11-15	11:31:15	4	18.920	18.677	19.057	18.792	4.20	21.80
2024-11-15	11:31:16	4	18.916	18.673	19.051	18.789	3.98	22.66
2024-11-15	11:31:17	4	18.908	18.671	19.042	18.786	3.93	24.60
2024-11-15	11:31:18	4	18.902	18.666	19.038	18.782	3.84	20.78
2024-11-15	11:31:19	4	18.898	18.664	19.032	18.778	3.80	24.99
2024-11-15	11:31:20	4	18.895	18.659	19.027	18.774	4.18	24.60
2024-11-15	11:31:21	4	18.889	18.658	19.020	18.774	4.07	24.60
2024-11-15	11:31:22	4	18.885	18.653	19.017	18.767	4.01	21.75
2024-11-15	11:31:23	4	18.882	18.651	19.011	18.765	4.15	21.44
2024-11-15	11:31:24	4	18.875	18.649	19.008	18.763	4.08	23.59
2024-11-15	11:31:25	4	18.873	18.644	19.004	18.758	4.02	22.16
2024-11-15	11:31:26	4	18.870	18.644	19.000	18.756	3.98	21.65
2024-11-15	11:31:27	4	18.866	18.639	18.997	18.753	3.94	21.12
2024-11-15	11:31:28	4	18.864	18.637	18.993	18.751	4.12	24.95
2024-11-15	11:31:29	4	18.860	18.634	18.989	18.748	4.03	20.31
2024-11-15	11:31:30	4	18.857	18.633	18.986	18.749	4.14	23.04
2024-11-15	11:31:31	4	18.854	18.632	18.982	18.745	3.86	21.65
2024-11-15	11:31:32	4	18.850	18.628	18.979	18.744	4.20	22.01
2024-11-15	11:31:33	4	18.848	18.627	18.975	18.742	4.15	22.08
2024-11-15	11:31:34	4	18.846	18.626	18.971	18.738	4.09	20.51
2024-11-15	11:31:35	4	18.844	18.626	18.970	18.739	4.12	23.73
2024-11-15	11:31:36	4	18.841	18.624	18.966	18.734	4.20	24.06
2024-11-15	11:31:37	4	18.842	18.621	18.965	18.736	3.86	22.73
2024-11-15	11:31:38	4	18.838	18.620	18.963	18.732	4.19	20.00
2024-11-15	11:31:39	4	18.836	18.621	18.961	18.732	3.83	20.70
2024-11-15	11:31:40	4	18.835	18.619	18.957	18.729	4.06	21.57
2024-11-15	11:31:41	4	18.834	18.619	18.954	18.728	4.03	20.53
2024-11-15	11:31:42	4	18.831	18.616	18.952	18.729	4.11	24.48
2024-11-15	11:31:43	4	18.830	18.617	18.953	18.726	4.08	21.51
2024-11-15	11:31:44	4	18.829	18.617	18.947	18.726	4.13	22.07
2024-11-15	11:31:45	4	18.827	18.614	18.946	18.726	4.01	24.10
2024-11-15	11:31:46	4	18.825	18.614	18.946	18.722	3.82	20.54
2024-11-15	11:31:47	4	18.823	18.612	18.943	18.724	3.99	20.52
2024-11-15	11:31:48	4	18.824	18.613	18.941	18.721	3.94	24.40
2024-11-15	11:31:49	4	18.823	18.610	18.940	18.720	3.98	20.29
2024-11-15	11:31:50	4	18.820	18.612	18.939	18.719	3.98	21.52
2024-11-15	11:31:51	4	18.819	18.611	18.936	18.720	4.12	23.44
2024-11-15	11:31:52	4	18.818	18.610	18.934	18.717	3.81	22.54
2024-11-15	11:31:53	4	18.815	18.610	18.933	18.716	3.81	22.26
2024-11-15	11:31:54	4	18.818	18.610	18.935	18.716	3.92	21.57
2024-11-15	11:31:55	4	18.816	18.608	18.932	18.714	4.04	23.26
2024-11-15	11:31:56	4	18.818	18.610	18.929	18.715	4.04	20.62
2024-11-15	11:31:57	4	18.815	18.607	18.930	18.714	3.94	21.13
2024-11-15	11:31:58	4	18.815	18.608	18.927	18.713	3.94	21.63
2024-11-15	11:31:59	4	18.812	18.607	18.925	18.715	3.95	20.80
2024-11-15	12:00:00	5	18.802	18.598	18.900	18.700	3.91	24.47
2024-11-15	12:00:01	5	18.801	18.600	18.899	18.700	3.88	22.54
2024-11-15	12:00:02	5	18.798	18.600	18.902	18.701	4.07	21.89
2024-11-15	12:00:03	5	18.801	18.600	18.900	18.701	4.06	23.95
2024-11-15	12:00:04	5	18.799	18.600	18.899	18.700	3.94	22.69
2024-11-15	12:00:05	5	18.800	18.601	18.899	18.701	3.87	20.69
2024-11-15	12:00:06	5	18.802	18.598	18.900	18.700	4.17	23.82
2024-11-15	12:00:07	5	18.800	18.601	18.900	18.702	4.17	24.73
2024-11-15	12:00:08	5	18.802	18.599	18.900	18.700	4.16	20.86
2024-11-15	12:00:09	5	18.799	18.603	18.900	18.699	4.17	20.30
2024-11-15	12:00:10	5	18.802	18.599	18.899	18.700	4.12	22.22
2024-11-15	12:00:11	5	18.800	18.599	18.901	18.699	4.02	23.70
2024-11-15	12:00:12	5	18.800	18.602	18.899	18.699	3.87	22.03
2024-11-15	12:00:13	5	18.799	18.601	18.898	18.699	4.04	24.35
2024-11-15	12:00:14	5	18.800	18.601	18.900	18.699	3.82	24.38
2024-11-15	12:00:15	5	18.802	18.600	18.901	18.700	3.82	24.43
2024-11-15	12:00:16	5	18.801	18.600	18.900	18.702	4.05	20.85
2024-11-15	12:00:17	5	18.801	18.601	18.899	18.699	3.82	21.36
2024-11-15	12:00:18	5	18.799	18.601	18.899	18.700	3.99	21.99
2024-11-15	12:00:19	5	18.801	18.600	18.899	18.699	3.84	22.74
2024-11-15	12:00:20	5	18.800	18.600	18.900	18.700	4.18	22.51
2024-11-15	12:00:21	5	18.801	18.600	18.899	18.699	3.97	23.04
2024-11-15	12:00:22	5	18.800	18.600	18.899	18.700	3.92	21.35
2024-11-15	12:00:23	5	18.799	18.601	18.899	18.699	4.03	23.81
2024-11-15	12:00:24	5	18.800	18.600	18.900	18.699	4.11	24.25
2024-11-15	12:00:25	5	18.801	18.599	18.901	18.700	4.16	23.70
2024-11-15	12:00:26	5	18.800	18.602	18.901	18.698	4.03	23.10
2024-11-15	12:00:27	5	18.800	18.600	18.899	18.700	4.00	20.86
2024-11-15	12:00:28	5	18.800	18.600	18.901	18.701	4.00	20.12
2024-11-15	12:00:29	5	18.800	18.600	18.901	18.698	3.89	23.18
2024-11-15	12:00:30	5	19.940	19.546	18.900	18.701	3.86	20.93
2024-11-15	12:00:31	5	19.885	19.496	18.898	18.699	3.81	24.92
2024-11-15	12:00:32	5	19.832	19.446	18.900	18.700	3.90	20.38
2024-11-15	12:00:33	5	19.784	19.401	18.899	18.701	4.09	23.56
2024-11-15	12:00:34	5	19.734	19.356	18.898	18.699	4.08	24.17
2024-11-15	12:00:35	5	19.690	19.315	19.669	19.273	4.11	22.15
2024-11-15	12:00:36	5	19.645	19.278	19.640	19.248	4.18	23.13
2024-11-15	12:00:37	5	19.604	19.242	19.612	19.224	3.81	20.80
2024-11-15	12:00:38	5	19.567	19.206	19.583	19.201	4.12	21.53
2024-11-15	12:00:39	5	19.527	19.173	19.554	19.177	4.19	23.06
2024-11-15	12:00:40	5	19.494	19.143	19.529	19.158	3.86	21.00
2024-11-15	12:00:41	5	19.461	19.115	19.504	19.136	4.11	24.64
2024-11-15	12:00:42	5	19.427	19.086	19.479	19.117	4.08	20.86
2024-11-15	12:00:43	5	19.396	19.061	19.459	19.097	3.84	24.87
2024-11-15	12:00:44	5	19.366	19.034	19.438	19.080	4.09	24.19
2024-11-15	12:00:45	5	19.341	19.009	19.415	19.065	3.99	24.52
2024-11-15	12:00:46	5	19.312	18.990	19.397	19.046	4.13	23.70
2024-11-15	12:00:47	5	19.288	18.968	19.375	19.032	3.85	22.34
2024-11-15	12:00:48	5	19.261	18.949	19.356	19.018	4.08	24.85
2024-11-15	12:00:49	5	19.241	18.930	19.340	19.002	4.17	24.79
2024-11-15	12:00:50	5	19.221	18.910	19.321	18.992	4.01	21.26
2024-11-15	12:00:51	5	19.200	18.894	19.306	18.977	4.12	24.37
2024-11-15	12:00:52	5	19.179	18.876	19.289	18.966	3.97	23.25
2024-11-15	12:00:53	5	19.161	18.863	19.273	18.952	3.93	23.18
2024-11-15	12:00:54	5	19.143	18.850	19.260	18.941	4.13	20.03
2024-11-15	12:00:55	5	19.127	18.835	19.247	18.931	4.17	21.48
2024-11-15	12:00:56	5	19.111	18.823	19.232	18.920	4.18	20.49
2024-11-15	12:00:57	5	19.098	18.811	19.220	18.912	4.03	22.18
2024-11-15	12:00:58	5	19.082	18.799	19.206	18.903	4.15	20.76
2024-11-15	12:00:59	5	19.069	18.786	19.195	18.893	4.07	23.27
2024-11-15	12:01:00	5	19.055	18.779	19.182	18.884	3.91	20.22
2024-11-15	12:01:01	5	19.042	18.767	19.172	18.877	3.84	21.85
2024-11-15	12:01:02	5	19.031	18.761	19.162	18.869	3.86	23.50
2024-11-15	12:01:03	5	19.019	18.751	19.149	18.860	4.10	24.81
2024-11-15	12:01:04	5	19.010	18.743	19.140	18.853	4.16	20.35
2024-11-15	12:01:05	5	18.999	18.735	19.131	18.846	3.95	23.53
2024-11-15	12:01:06	5	18.988	18.726	19.123	18.841	4.03	22.37
2024-11-15	12:01:07	5	18.981	18.721	19.115	18.833	4.01	23.58
2024-11-15	12:01:08	5	18.969	18.711	19.106	18.829	3.96	22.10
2024-11-15	12:01:09	5	18.965	18.709	19.095	18.825	3.94	21.91
2024-11-15	12:01:10	5	18.956	18.701	19.089	18.818	3.83	24.92
2024-11-15	12:01:11	5	18.949	18.697	19.082	18.812	4.05	23.65
2024-11-15	12:01:12	5	18.939	18.692	19.074	18.806	3.85	20.13
2024-11-15	12:01:13	5	18.931	18.686	19.068	18.801	3.94	23.10
2024-11-15	12:01:14	5	18.928	18.681	19.060	18.796	3.94	24.25
2024-11-15	12:01:15	5	18.919	18.678	19.054	18.793	3.98	23.71
2024-11-15	12:01:16	5	18.914	18.674	19.048	18.791	3.92	22.75
2024-11-15	12:01:17	5	18.910	18.670	19.042	18.784	4.08	20.81
2024-11-15	12:01:18	5	18.906	18.666	19.038	18.782	3.88	21.08
2024-11-15	12:01:19	5	18.898	18.664	19.033	18.779	4.10	22.65
2024-11-15	12:01:20	5	18.892	18.659	19.025	18.776	3.95	20.81
2024-11-15	12:01:21	5	18.891	18.655	19.023	18.771	3.85	22.34
2024-11-15	12:01:22	5	18.885	18.655	19.017	18.769	4.18	24.02
2024-11-15	12:01:23	5	18.882	18.652	19.013	18.764	3.84	20.98
2024-11-15	12:01:24	5	18.878	18.646	19.008	18.762	3.96	23.36
2024-11-15	12:01:25	5	18.875	18.644	19.003	18.761	4.09	20.18
2024-11-15	12:01:26	5	18.868	18.643	19.001	18.757	3.91	23.40
2024-11-15	12:01:27	5	18.866	18.639	18.996	18.753	4.16	21.19
2024-11-15	12:01:28	5	18.863	18.636	18.993	18.754	4.02	24.50
2024-11-15	12:01:29	5	18.859	18.638	18.988	18.748	3.98	20.63
2024-11-15	12:01:30	5	18.856	18.635	18.987	18.747	3.84	23.49
2024-11-15	12:01:31	5	18.854	18.632	18.981	18.743	4.03	20.54
2024-11-15	12:01:32	5	18.851	18.630	18.980	18.744	4.09	20.37
2024-11-15	12:01:33	5	18.848	18.630	18.976	18.740	3.96	24.74
2024-11-15	12:01:34	5	18.847	18.628	18.972	18.741	3.87	20.44
2024-11-15	12:01:35	5	18.846	18.626	18.968	18.737	4.05	21.05
2024-11-15	12:01:36	5	18.842	18.622	18.968	18.736	4.17	23.97
2024-11-15	12:01:37	5	18.842	18.622	18.964	18.733	4.09	24.91
2024-11-15	12:01:38	5	18.838	18.622	18.963	18.732	4.15	20.41
2024-11-15	12:01:39	5	18.836	18.621	18.961	18.733	4.12	23.51
2024-11-15	12:01:40	5	18.835	18.620	18.957	18.731	3.93	23.65
2024-11-15	12:01:41	5	18.832	18.618	18.954	18.728	4.18	24.16
2024-11-15	12:01:42	5	18.833	18.617	18.953	18.728	4.11	22.50
2024-11-15	12:01:43	5	18.829	18.617	18.949	18.726	3.85	24.71
2024-11-15	12:01:44	5	18.829	18.616	18.951	18.725	4.02	20.94
2024-11-15	12:01:45	5	18.826	18.615	18.948	18.722	3.90	20.72
2024-11-15	12:01:46	5	18.825	18.614	18.945	18.723	4.15	22.73
2024-11-15	12:01:47	5	18.825	18.612	18.943	18.723	4.03	23.86
2024-11-15	12:01:48	5	18.823	18.612	18.943	18.721	4.10	24.26
2024-11-15	12:01:49	5	18.823	18.613	18.940	18.720	3.90	21.78
2024-11-15	12:01:50	5	18.821	18.609	18.937	18.720	3.99	20.79
2024-11-15	12:01:51	5	18.822	18.610	18.938	18.719	3.85	21.05
2024-11-15	12:01:52	5	18.819	18.610	18.935	18.718	4.18	20.62
2024-11-15	12:01:53	5	18.818	18.609	18.933	18.718	4.17	23.51
2024-11-15	12:01:54	5	18.817	18.608	18.933	18.717	4.04	22.72
2024-11-15	12:01:55	5	18.815	18.610	18.930	18.715	4.00	21.53
2024-11-15	12:01:56	5	18.815	18.608	18.930	18.714	3.87	23.56
2024-11-15	12:01:57	5	18.815	18.609	18.931	18.711	4.02	22.71
2024-11-15	12:01:58	5	18.813	18.607	18.928	18.713	4.17	21.41
2024-11-15	12:01:59	5	18.813	18.606	18.928	18.712	4.16	24.08
