Date_Time,Air Temperature_°C ,Relative Humidity_%,Atmospheric Pressure_kPa
5/11/2024 5:00,14.38,84.66,101.08
5/11/2024 5:10,13.87,86.75,101.09
5/11/2024 5:20,13.78,88.78,101.09
5/11/2024 5:30,14.37,86.73,101.09
5/11/2024 5:40,15.28,83.35,101.12
5/11/2024 5:50,15.54,88.32,101.15
5/11/2024 6:00,14.91,92.97,101.16
5/11/2024 6:10,14.51,93.52,101.17
5/11/2024 6:20,14.3,93.82,101.17
5/11/2024 6:30,14.55,94.37,101.17
5/11/2024 6:40,14.72,94.53,101.18
5/11/2024 6:50,15.07,94.59,101.18
5/11/2024 7:00,15.95,92.49,101.2
5/11/2024 7:10,16.27,87.81,101.21
5/11/2024 7:20,16.57,85.3,101.21
5/11/2024 7:30,16.92,83.78,101.21
5/11/2024 7:40,17.37,81.23,101.22
5/11/2024 7:50,17.73,78.67,101.23
5/11/2024 8:00,17.84,77.09,101.24
5/11/2024 8:10,17.77,78.61,101.25
5/11/2024 8:20,17.94,79.04,101.26
5/11/2024 8:30,17.42,82.99,101.26
5/11/2024 8:40,18.45,74.48,101.26
5/11/2024 8:50,19.44,68.82,101.26
5/11/2024 9:00,19.43,64.03,101.26
5/11/2024 9:10,19.77,65.25,101.27
5/11/2024 9:20,19.92,65.55,101.28
5/11/2024 9:30,19.64,66.79,101.29
5/11/2024 9:40,19.74,65.29,101.29
5/11/2024 9:50,20.14,65.47,101.3
5/11/2024 10:00,20.28,65.45,101.3
5/11/2024 10:10,20.83,64.61,101.3
5/11/2024 10:20,20.96,63.45,101.3
5/11/2024 10:30,20.87,63.03,101.31
5/11/2024 10:40,20.64,61.22,101.32
5/11/2024 10:50,20.74,62.19,101.31
5/11/2024 11:00,21.36,60.65,101.32
5/11/2024 11:10,21.46,58.44,101.32
5/11/2024 11:20,21.29,57.95,101.3
5/11/2024 11:30,21.41,58.47,101.3
5/11/2024 11:40,21.9,61.35,101.3
5/11/2024 11:50,21.22,62.41,101.3
5/11/2024 12:00,21.16,62.52,101.3
5/11/2024 12:10,21.72,59.64,101.29
5/11/2024 12:20,21.8,58.97,101.28
5/11/2024 12:30,20.35,63.08,101.32
5/11/2024 12:40,19.39,67.17,101.34
5/11/2024 12:50,19.58,65.32,101.32
5/11/2024 13:00,21.03,61.37,101.3
5/11/2024 13:10,21.15,58.41,101.29
5/11/2024 13:20,21.57,58.32,101.28
5/11/2024 13:30,21.45,62.67,101.28
5/11/2024 13:40,21.38,62.82,101.28
5/11/2024 13:50,18.75,76.65,101.31
5/11/2024 14:00,17.47,84.98,101.3
5/11/2024 14:10,17.98,84.48,101.28
5/11/2024 14:20,18.84,78.85,101.27
5/11/2024 14:30,18.66,77.23,101.26
5/11/2024 14:40,19.58,72.44,101.26
5/11/2024 14:50,20.09,68.1,101.26
5/11/2024 15:00,19.85,68,101.26
5/11/2024 15:10,20.1,66.57,101.26
5/11/2024 15:20,19.63,67.62,101.27
5/11/2024 15:30,19.05,70.15,101.27
5/11/2024 15:40,19.35,68.76,101.27
5/11/2024 15:50,19.01,69.5,101.27
5/11/2024 16:00,19.36,67.47,101.27
5/11/2024 16:10,19.21,66.35,101.29
5/11/2024 16:20,18.61,69.3,101.29
5/11/2024 16:30,18.74,68.28,101.3
5/11/2024 16:40,18.49,68.23,101.3
5/11/2024 16:50,17.99,68.56,101.32
5/11/2024 17:00,17.69,69.77,101.33
5/11/2024 17:10,17.71,68.39,101.34
5/11/2024 17:20,17.6,67.98,101.35
5/11/2024 17:30,17.49,67.5,101.36
5/11/2024 17:40,17.43,67.1,101.36
5/11/2024 17:50,17.28,67.54,101.37
5/11/2024 18:00,17.29,66.99,101.37
5/11/2024 18:10,17.27,66.41,101.37
5/11/2024 18:20,16.99,67.29,101.38
5/11/2024 18:30,16.86,67.32,101.39
5/11/2024 18:40,16.73,67.78,101.41
5/11/2024 18:50,16.68,67.73,101.42
5/11/2024 19:00,16.68,68.05,101.43
5/11/2024 19:10,16.66,67.71,101.43
5/11/2024 19:20,16.65,66.59,101.45
5/11/2024 19:30,16.65,67.07,101.46
5/11/2024 19:40,16.66,67.39,101.46
5/11/2024 19:50,16.66,67.66,101.46
5/11/2024 20:00,16.6,68.34,101.47
5/11/2024 20:10,16.56,68.73,101.47
5/11/2024 20:20,16.57,69.96,101.48
5/11/2024 20:30,16.4,70.23,101.47
5/11/2024 20:40,16.29,70.57,101.5
5/11/2024 20:50,16.16,70.23,101.5
5/11/2024 21:00,16.01,70.19,101.5
5/11/2024 21:10,16.04,69.28,101.51
5/11/2024 21:20,16.01,68.76,101.51
5/11/2024 21:30,15.9,68.41,101.51
5/11/2024 21:40,15.95,67.97,101.51
5/11/2024 21:50,16.07,67.62,101.52
5/11/2024 22:00,16.07,67.56,101.52
5/11/2024 22:10,16.15,67.49,101.51
5/11/2024 22:20,16.17,67.62,101.5
5/11/2024 22:30,16.12,67.07,101.5
5/11/2024 22:40,16.18,64.91,101.5
5/11/2024 22:50,16.18,62.36,101.5
5/11/2024 23:00,16.07,60.71,101.5
5/11/2024 23:10,15.97,59.89,101.5
5/11/2024 23:20,15.79,59.8,101.49
5/11/2024 23:30,15.95,58.97,101.49
5/11/2024 23:40,16.17,57.93,101.49
5/11/2024 23:50,16.16,64.45,101.48
6/11/2024 0:00,16.05,65.78,101.48
6/11/2024 0:10,16.02,65.53,101.47
6/11/2024 0:20,15.98,64.43,101.45
6/11/2024 0:30,15.89,63.63,101.45
6/11/2024 0:40,15.85,62.74,101.44
6/11/2024 0:50,15.97,59.45,101.44
6/11/2024 1:00,16.12,59.76,101.45
6/11/2024 1:10,16.04,61.16,101.45
6/11/2024 1:20,15.99,60.75,101.45
6/11/2024 1:30,16,58.89,101.45
6/11/2024 1:40,16,57.68,101.45
6/11/2024 1:50,15.91,57.52,101.45
6/11/2024 2:00,15.87,58.16,101.45
6/11/2024 2:10,15.81,56.94,101.44
6/11/2024 2:20,15.71,55.79,101.43
6/11/2024 2:30,15.58,56.48,101.44
6/11/2024 2:40,15.64,57.9,101.44
6/11/2024 2:50,15.78,58.44,101.45
6/11/2024 3:00,15.73,61.32,101.44
6/11/2024 3:10,15.89,63.85,101.44
6/11/2024 3:20,15.98,64.76,101.45
6/11/2024 3:30,15.91,64.33,101.46
6/11/2024 3:40,15.93,63.86,101.46
6/11/2024 3:50,15.98,62.61,101.46
6/11/2024 4:00,15.99,61.36,101.47
6/11/2024 4:10,15.98,62.06,101.48
6/11/2024 4:20,15.89,62.97,101.48
6/11/2024 4:30,15.85,63.18,101.47
6/11/2024 4:40,15.9,61.88,101.47
6/11/2024 4:50,15.88,61.9,101.48
6/11/2024 5:00,15.85,61.35,101.48
6/11/2024 5:10,15.94,61,101.5
6/11/2024 5:20,15.96,66.11,101.51
6/11/2024 5:30,15.42,72.26,101.52
6/11/2024 5:40,15.36,71.34,101.53
6/11/2024 5:50,15.45,70.13,101.53
6/11/2024 6:00,15.74,68.56,101.54
6/11/2024 6:10,16.02,67.83,101.55
6/11/2024 6:20,16.13,65.5,101.57
6/11/2024 6:30,16.19,65.14,101.57
6/11/2024 6:40,16.3,65.12,101.58
6/11/2024 6:50,16.52,64.11,101.59
6/11/2024 7:00,16.75,62.76,101.59
6/11/2024 7:10,16.82,65.41,101.61
6/11/2024 7:20,16.71,68.6,101.63
6/11/2024 7:30,15.93,74.69,101.65
6/11/2024 7:40,15.39,77.26,101.65
6/11/2024 7:50,16.06,73.64,101.65
6/11/2024 8:00,16.82,69.79,101.66
6/11/2024 8:10,16.57,67.62,101.68
6/11/2024 8:20,16.64,67.16,101.69
6/11/2024 8:30,17.11,66.52,101.68
6/11/2024 8:40,17.99,61.13,101.68
6/11/2024 8:50,18.7,61.35,101.69
6/11/2024 9:00,18.91,59.45,101.69
6/11/2024 9:10,18.5,59.73,101.69
6/11/2024 9:20,18.27,64.03,101.71
6/11/2024 9:30,17.52,65.17,101.72
6/11/2024 9:40,16.77,71.9,101.74
6/11/2024 9:50,16.18,76.67,101.76
6/11/2024 10:00,15.9,80.1,101.76
6/11/2024 10:10,16.05,80.65,101.77
6/11/2024 10:20,16.79,75.95,101.76
6/11/2024 10:30,17.44,68.62,101.76
6/11/2024 10:40,18.08,64.75,101.77
6/11/2024 10:50,17.04,71.04,101.78
6/11/2024 11:00,18.46,64.73,101.77
6/11/2024 11:10,19.26,59.91,101.77
6/11/2024 11:20,20.15,57.5,101.76
6/11/2024 11:30,19.56,56.65,101.77
6/11/2024 11:40,19.4,56.15,101.77
6/11/2024 11:50,19.58,53.94,101.76
6/11/2024 12:00,20.11,51.95,101.77
6/11/2024 12:10,20.26,50.5,101.76
6/11/2024 12:20,20.53,49.87,101.75
6/11/2024 12:30,20.54,50.34,101.76
6/11/2024 12:40,20.96,46.71,101.75
6/11/2024 12:50,21.24,44.73,101.74
6/11/2024 13:00,20.98,43.83,101.73
6/11/2024 13:10,20.86,44.65,101.73
6/11/2024 13:20,20.98,44.48,101.74
6/11/2024 13:30,20.43,46.18,101.74
6/11/2024 13:40,20.16,48.14,101.75
6/11/2024 13:50,20.74,48.29,101.74
6/11/2024 14:00,21.1,47.07,101.73
6/11/2024 14:10,20.51,46.2,101.73
6/11/2024 14:20,20.57,47.39,101.73
6/11/2024 14:30,21.06,45.62,101.72
6/11/2024 14:40,20.79,44.84,101.73
6/11/2024 14:50,20.68,44.81,101.73
6/11/2024 15:00,19.82,45.83,101.73
6/11/2024 15:10,20.32,46.45,101.73
6/11/2024 15:20,20.03,46.22,101.73
6/11/2024 15:30,19.59,48.2,101.73
6/11/2024 15:40,19.79,49,101.73
6/11/2024 15:50,19.94,49.32,101.73
6/11/2024 16:00,19.57,50.2,101.73
6/11/2024 16:10,19.58,51.13,101.73
6/11/2024 16:20,19.5,50.06,101.74
6/11/2024 16:30,19.25,46.59,101.74
6/11/2024 16:40,19.22,45.69,101.74
6/11/2024 16:50,19.29,46.25,101.75
6/11/2024 17:00,18.8,48.84,101.76
6/11/2024 17:10,18.43,50.12,101.76
6/11/2024 17:20,18.73,47.11,101.78
6/11/2024 17:30,18.14,49.36,101.79
6/11/2024 17:40,17.61,50.19,101.8
6/11/2024 17:50,17.41,52.49,101.8
6/11/2024 18:00,17.1,53.32,101.81
6/11/2024 18:10,16.82,54.38,101.82
6/11/2024 18:20,16.6,56.26,101.83
6/11/2024 18:30,16.4,57.68,101.84
6/11/2024 18:40,16.28,59.31,101.86
6/11/2024 18:50,15.99,60.8,101.87
6/11/2024 19:00,15.86,60.92,101.86
6/11/2024 19:10,15.88,60.62,101.87
6/11/2024 19:20,15.73,60.54,101.88
6/11/2024 19:30,15.5,61.55,101.88
6/11/2024 19:40,15.4,62.23,101.88
6/11/2024 19:50,15.28,62.88,101.88
6/11/2024 20:00,14.81,64.76,101.89
6/11/2024 20:10,14.37,66.01,101.89
6/11/2024 20:20,14.09,66.78,101.9
6/11/2024 20:30,13.7,67.98,101.9
6/11/2024 20:40,13.2,69.77,101.9
6/11/2024 20:50,12.84,71.57,101.91
6/11/2024 21:00,12.55,72.94,101.91
6/11/2024 21:10,12.38,73.97,101.91
6/11/2024 21:20,12.18,74.81,101.91
6/11/2024 21:30,11.94,76.93,101.91
6/11/2024 21:40,11.71,78.11,101.91
6/11/2024 21:50,11.53,79.05,101.92
6/11/2024 22:00,11.34,80.27,101.92
6/11/2024 22:10,11.27,81.24,101.92
6/11/2024 22:20,11.18,81.35,101.92
6/11/2024 22:30,11,81.64,101.93
6/11/2024 22:40,10.83,82.34,101.93
6/11/2024 22:50,10.71,83.62,101.92
6/11/2024 23:00,10.61,84.41,101.9
6/11/2024 23:10,10.51,85.06,101.89
6/11/2024 23:20,10.39,85.82,101.88
6/11/2024 23:30,10.35,86.13,101.88
6/11/2024 23:40,10.26,86.89,101.87
6/11/2024 23:50,10.19,88.1,101.86
7/11/2024 0:00,10.1,88.63,101.86
7/11/2024 0:10,10.05,88.44,101.86
7/11/2024 0:20,10.39,86.22,101.86
7/11/2024 0:30,10.66,82.81,101.84
7/11/2024 0:40,11.12,79.63,101.83
7/11/2024 0:50,11.39,77.55,101.82
7/11/2024 1:00,11.42,76.66,101.82
7/11/2024 1:10,11.32,76.64,101.82
7/11/2024 1:20,11.18,77.36,101.81
7/11/2024 1:30,11.07,77.55,101.79
7/11/2024 1:40,10.84,78.12,101.79
7/11/2024 1:50,10.53,78.97,101.77
7/11/2024 2:00,10.26,79.84,101.77
7/11/2024 2:10,10.28,79.58,101.77
7/11/2024 2:20,10.32,79.44,101.79
7/11/2024 2:30,10.3,79.55,101.78
7/11/2024 2:40,10.24,79.71,101.77
7/11/2024 2:50,10.02,80.48,101.75
7/11/2024 3:00,9.83,81.1,101.74
7/11/2024 3:10,9.49,82.05,101.75
7/11/2024 3:20,9.34,83.14,101.76
7/11/2024 3:30,9.16,83.89,101.76
7/11/2024 3:40,9.05,84.52,101.76
7/11/2024 3:50,8.8,85.51,101.76
7/11/2024 4:00,8.6,86.41,101.75
7/11/2024 4:10,8.45,86.75,101.75
7/11/2024 4:20,8.17,87.49,101.75
7/11/2024 4:30,7.94,88.31,101.75
7/11/2024 4:40,7.72,88.98,101.75
7/11/2024 4:50,7.53,89.75,101.75
7/11/2024 5:00,7.34,90.34,101.74
7/11/2024 5:10,7.19,90.78,101.75
7/11/2024 5:20,7.11,91.18,101.76
7/11/2024 5:30,7.2,91.41,101.78
7/11/2024 5:40,7.17,91.3,101.81
7/11/2024 5:50,7.19,91.37,101.82
7/11/2024 6:00,7.25,91.88,101.83
7/11/2024 6:10,7.53,92.06,101.82
7/11/2024 6:20,7.97,92.24,101.82
7/11/2024 6:30,9.14,89.53,101.84
7/11/2024 6:40,10.18,84.54,101.84
7/11/2024 6:50,11.42,77.62,101.86
7/11/2024 7:00,12.54,72.1,101.87
7/11/2024 7:10,13.18,68.15,101.87
7/11/2024 7:20,13.83,65.32,101.88
7/11/2024 7:30,14.6,61.24,101.87
7/11/2024 7:40,15.1,59.07,101.87
7/11/2024 7:50,15.86,57.09,101.87
7/11/2024 8:00,16.67,54.43,101.86
7/11/2024 8:10,16.89,54.4,101.87
7/11/2024 8:20,16.95,55.02,101.88
7/11/2024 8:30,17.45,54.06,101.88
7/11/2024 8:40,17.75,53.89,101.88
7/11/2024 8:50,17.85,53.11,101.88
7/11/2024 9:00,17.96,52.69,101.87
7/11/2024 9:10,18.37,52.11,101.86
7/11/2024 9:20,19.04,50.06,101.85
7/11/2024 9:30,18.76,49.56,101.84
7/11/2024 9:40,18.3,50.34,101.84
7/11/2024 9:50,18.52,50.55,101.82
7/11/2024 10:00,18.61,50.73,101.82
7/11/2024 10:10,19.03,49.1,101.81
7/11/2024 10:20,20.06,46.61,101.8
7/11/2024 10:30,19.53,46.71,101.79
7/11/2024 10:40,19.84,45.56,101.77
7/11/2024 10:50,20.2,45.19,101.76
7/11/2024 11:00,20.13,46.11,101.76
7/11/2024 11:10,20.4,44.68,101.75
7/11/2024 11:20,20.28,44.88,101.74
7/11/2024 11:30,20.61,45.38,101.72
7/11/2024 11:40,20.61,45.96,101.72
7/11/2024 11:50,20.74,45.92,101.7
7/11/2024 12:00,20.51,47.57,101.69
7/11/2024 12:10,20.89,46.35,101.68
7/11/2024 12:20,20.79,46.75,101.66
7/11/2024 12:30,20.81,45.76,101.65
7/11/2024 12:40,20.89,46.26,101.65
7/11/2024 12:50,21.01,44.56,101.66
7/11/2024 13:00,20.59,45.44,101.66
7/11/2024 13:10,20.79,45.37,101.63
7/11/2024 13:20,21.13,45.47,101.62
7/11/2024 13:30,20.7,46.24,101.6
7/11/2024 13:40,20.84,46.61,101.59
7/11/2024 13:50,20.8,45.99,101.58
7/11/2024 14:00,20.29,47.17,101.58
7/11/2024 14:10,20.49,47.17,101.55
7/11/2024 14:20,20.53,47.43,101.54
7/11/2024 14:30,20.15,49.27,101.54
7/11/2024 14:40,19.65,50.08,101.53
7/11/2024 14:50,19.52,51.77,101.53
7/11/2024 15:00,19.6,52.78,101.53
7/11/2024 15:10,19.09,53.94,101.54
7/11/2024 15:20,19.44,52.47,101.52
7/11/2024 15:30,19.29,53.05,101.53
7/11/2024 15:40,19.18,53.77,101.53
7/11/2024 15:50,19.48,52.82,101.53
7/11/2024 16:00,19.15,53.38,101.53
7/11/2024 16:10,19,53.83,101.54
7/11/2024 16:20,18.74,55.04,101.55
7/11/2024 16:30,17.92,57.55,101.54
7/11/2024 16:40,18.08,57.7,101.55
7/11/2024 16:50,17.96,58.33,101.57
7/11/2024 17:00,17.77,59.63,101.57
7/11/2024 17:10,17.39,61.37,101.56
7/11/2024 17:20,17.59,61.7,101.56
7/11/2024 17:30,17.71,61.38,101.57
7/11/2024 17:40,17.34,61.32,101.58
7/11/2024 17:50,16.99,62.53,101.56
7/11/2024 18:00,16.86,62.58,101.54
7/11/2024 18:10,16.75,63.28,101.53
7/11/2024 18:20,16.64,63.62,101.53
7/11/2024 18:30,16.57,64.28,101.53
7/11/2024 18:40,16.47,65.44,101.51
7/11/2024 18:50,16.28,65.53,101.5
7/11/2024 19:00,16.06,66.24,101.47
7/11/2024 19:10,15.89,67.13,101.48
7/11/2024 19:20,15.82,68.21,101.47
7/11/2024 19:30,15.85,69.19,101.48
7/11/2024 19:40,15.92,69.87,101.49
7/11/2024 19:50,15.89,70.56,101.49
7/11/2024 20:00,15.85,71.3,101.49
7/11/2024 20:10,15.74,72.03,101.48
7/11/2024 20:20,15.53,72.94,101.46
7/11/2024 20:30,15.29,74.08,101.46
7/11/2024 20:40,15.1,74.93,101.5
7/11/2024 20:50,14.9,76.02,101.49
7/11/2024 21:00,14.54,77.2,101.47
7/11/2024 21:10,14.33,78.01,101.46
7/11/2024 21:20,14.12,79.39,101.46
7/11/2024 21:30,14.07,80.08,101.45
7/11/2024 21:40,14.08,81.21,101.42
7/11/2024 21:50,14.24,81.42,101.42
7/11/2024 22:00,14.68,80.76,101.45
7/11/2024 22:10,14.76,80.04,101.44
7/11/2024 22:20,14.64,80.25,101.44
7/11/2024 22:30,14.44,81.41,101.41
7/11/2024 22:40,14.3,81.91,101.38
7/11/2024 22:50,14.27,82,101.38
7/11/2024 23:00,14.35,81.33,101.33
7/11/2024 23:10,14.58,80.19,101.29
7/11/2024 23:20,14.76,79.27,101.31
7/11/2024 23:30,14.93,78.52,101.36
7/11/2024 23:40,14.85,78.81,101.36
7/11/2024 23:50,14.84,78.92,101.38
8/11/2024 0:00,14.71,79.17,101.36
8/11/2024 0:10,14.49,79.75,101.33
8/11/2024 0:20,14.29,80.36,101.33
8/11/2024 0:30,14.12,81.06,101.31
8/11/2024 0:40,13.94,81.64,101.33
8/11/2024 0:50,14.28,78.69,101.41
8/11/2024 1:00,14.55,76.48,101.39
8/11/2024 1:10,14.55,75.22,101.37
8/11/2024 1:20,14.49,74.96,101.39
8/11/2024 1:30,14.45,74.79,101.37
8/11/2024 1:40,14.5,74.73,101.38
8/11/2024 1:50,14.36,77.86,101.37
8/11/2024 2:00,13.96,82.29,101.36
8/11/2024 2:10,13.48,86.77,101.32
8/11/2024 2:20,13.3,86.55,101.3
8/11/2024 2:30,13.47,85.08,101.29
8/11/2024 2:40,13.33,86.19,101.29
8/11/2024 2:50,13.06,88.65,101.31
8/11/2024 3:00,12.85,90.15,101.3
8/11/2024 3:10,12.78,90.9,101.28
8/11/2024 3:20,12.65,91.54,101.22
8/11/2024 3:30,12.57,91.47,101.22
8/11/2024 3:40,12.41,91.68,101.23
8/11/2024 3:50,12.3,92.76,101.24
8/11/2024 4:00,12.24,93.41,101.22
8/11/2024 4:10,12.22,94.02,101.24
8/11/2024 4:20,12.34,94.4,101.26
8/11/2024 4:30,12.47,94.29,101.26
8/11/2024 4:40,12.68,94.02,101.25
8/11/2024 4:50,12.85,93.66,101.24
8/11/2024 5:00,13.09,92.6,101.27
8/11/2024 5:10,13.28,91.32,101.3
8/11/2024 5:20,13.32,91.74,101.31
8/11/2024 5:30,13.2,92.99,101.31
8/11/2024 5:40,13.23,92.61,101.29
8/11/2024 5:50,13.45,90.84,101.27
8/11/2024 6:00,13.63,90.42,101.24
8/11/2024 6:10,13.63,91,101.24
8/11/2024 6:20,13.79,91.51,101.25
8/11/2024 6:30,13.82,89.69,101.26
8/11/2024 6:40,13.9,89.98,101.26
8/11/2024 6:50,14.5,88.07,101.26
8/11/2024 7:00,14.84,85.56,101.26
8/11/2024 7:10,14.75,85.28,101.27
8/11/2024 7:20,15.47,84.56,101.28
8/11/2024 7:30,15.73,82.32,101.27
8/11/2024 7:40,15.6,82.1,101.27
8/11/2024 7:50,15.63,81.95,101.25
8/11/2024 8:00,16.48,81.14,101.24
8/11/2024 8:10,16.98,78.4,101.24
8/11/2024 8:20,16.98,77.57,101.27
8/11/2024 8:30,16.63,77.62,101.31
8/11/2024 8:40,16.41,77.91,101.32
8/11/2024 8:50,16.46,79.37,101.3
8/11/2024 9:00,16.27,79.85,101.31
8/11/2024 9:10,15.98,80.35,101.33
8/11/2024 9:20,15.78,81.83,101.32
8/11/2024 9:30,15.65,86.96,101.29
8/11/2024 9:40,15.73,88.76,101.27
8/11/2024 9:50,16.29,87.75,101.28
8/11/2024 10:00,17.04,84.33,101.26
8/11/2024 10:10,18.03,78.98,101.26
8/11/2024 10:20,19.13,75.17,101.25
8/11/2024 10:30,19.8,70.24,101.25
8/11/2024 10:40,20.4,67.85,101.24
8/11/2024 10:50,20.51,67.47,101.23
8/11/2024 11:00,20.62,66.24,101.22
8/11/2024 11:10,20.57,65.28,101.22
8/11/2024 11:20,20.77,63.87,101.21
8/11/2024 11:30,20.68,63,101.21
8/11/2024 11:40,20.46,64.15,101.21
8/11/2024 11:50,20.07,67.54,101.21
8/11/2024 12:00,19.42,72.76,101.2
8/11/2024 12:10,20.28,71.64,101.18
8/11/2024 12:20,20.42,69.18,101.17
8/11/2024 12:30,20.31,69.49,101.16
8/11/2024 12:40,20.72,68.2,101.16
8/11/2024 12:50,20.75,65.54,101.15
8/11/2024 13:00,20.49,64.69,101.15
8/11/2024 13:10,20.48,63.82,101.14
8/11/2024 13:20,20.65,62.45,101.14
8/11/2024 13:30,20.84,61.81,101.13
8/11/2024 13:40,20.81,60.17,101.13
8/11/2024 13:50,20.88,60.89,101.12
8/11/2024 14:00,20.98,62.93,101.13
8/11/2024 14:10,20.85,63.52,101.13
8/11/2024 14:20,22.02,61.13,101.11
8/11/2024 14:30,22.39,58.4,101.1
8/11/2024 14:40,23.21,55.18,101.1
8/11/2024 14:50,23.05,54.72,101.1
8/11/2024 15:00,22.76,56.56,101.11
8/11/2024 15:10,22.29,58.57,101.11
8/11/2024 15:20,22.25,56.4,101.11
8/11/2024 15:30,22.42,55.38,101.11
8/11/2024 15:40,22.81,55.2,101.11
8/11/2024 15:50,22.71,55.03,101.11
8/11/2024 16:00,22.19,58.22,101.12
8/11/2024 16:10,21.7,59.44,101.13
8/11/2024 16:20,21.39,60.38,101.13
8/11/2024 16:30,20.96,62.69,101.14
8/11/2024 16:40,20.77,63.91,101.15
8/11/2024 16:50,20.42,64.35,101.14
8/11/2024 17:00,20.29,64.4,101.14
8/11/2024 17:10,20.34,63.79,101.15
8/11/2024 17:20,20.24,64.6,101.16
8/11/2024 17:30,19.69,67.06,101.18
8/11/2024 17:40,19.51,68.7,101.18
8/11/2024 17:50,19.35,69.03,101.2
8/11/2024 18:00,19.26,70.36,101.2
8/11/2024 18:10,19.18,71.65,101.21
8/11/2024 18:20,18.94,72.69,101.22
8/11/2024 18:30,18.79,73.83,101.23
8/11/2024 18:40,18.61,74.86,101.24
8/11/2024 18:50,18.42,74.9,101.26
8/11/2024 19:00,18.29,74.09,101.26
8/11/2024 19:10,18.26,73.61,101.26
8/11/2024 19:20,18.11,74.25,101.28
8/11/2024 19:30,17.92,74.95,101.28
8/11/2024 19:40,17.91,74.85,101.28
8/11/2024 19:50,17.93,74.56,101.28
8/11/2024 20:00,17.82,74.93,101.26
8/11/2024 20:10,17.62,76.23,101.27
8/11/2024 20:20,17.39,77.1,101.28
8/11/2024 20:30,17.09,77.96,101.28
8/11/2024 20:40,16.75,79.08,101.28
8/11/2024 20:50,16.63,79.15,101.29
8/11/2024 21:00,16.56,78.34,101.29
8/11/2024 21:10,16.57,77.87,101.29
8/11/2024 21:20,16.57,77.28,101.31
8/11/2024 21:30,16.79,76.31,101.32
8/11/2024 21:40,17.06,75.17,101.32
8/11/2024 21:50,17.26,74.28,101.31
8/11/2024 22:00,17.33,74.2,101.31
8/11/2024 22:10,16.97,75.5,101.33
8/11/2024 22:20,16.48,77.4,101.35
8/11/2024 22:30,15.84,79.68,101.38
8/11/2024 22:40,15.36,81.43,101.4
8/11/2024 22:50,15.14,82.24,101.41
8/11/2024 23:00,15.3,81.34,101.43
8/11/2024 23:10,15.87,78.76,101.44
8/11/2024 23:20,16.08,76.34,101.44
8/11/2024 23:30,16,75.35,101.43
8/11/2024 23:40,15.88,75.43,101.43
8/11/2024 23:50,15.77,74.57,101.42
9/11/2024 0:00,15.71,73.85,101.41
9/11/2024 0:10,15.69,72.42,101.4
9/11/2024 0:20,15.66,71.78,101.39
9/11/2024 0:30,15.52,71.63,101.39
9/11/2024 0:40,15.41,71.62,101.39
9/11/2024 0:50,15.23,71.93,101.39
9/11/2024 1:00,14.95,72.83,101.38
9/11/2024 1:10,14.69,74,101.37
9/11/2024 1:20,14.59,74.54,101.37
9/11/2024 1:30,14.73,74.35,101.37
9/11/2024 1:40,14.84,73.82,101.37
9/11/2024 1:50,14.87,73.92,101.37
9/11/2024 2:00,14.83,74.05,101.37
9/11/2024 2:10,14.82,73.86,101.38
9/11/2024 2:20,14.82,73.92,101.39
9/11/2024 2:30,14.76,74.68,101.39
9/11/2024 2:40,14.68,74.53,101.4
9/11/2024 2:50,14.65,74.61,101.4
9/11/2024 3:00,14.63,74.95,101.4
9/11/2024 3:10,14.57,75.06,101.4
9/11/2024 3:20,14.53,75.25,101.4
9/11/2024 3:30,14.5,75.34,101.42
9/11/2024 3:40,14.44,75.57,101.42
9/11/2024 3:50,14.42,76.15,101.43
9/11/2024 4:00,14.3,76.87,101.46
9/11/2024 4:10,14.2,77.62,101.48
9/11/2024 4:20,14.16,78,101.5
9/11/2024 4:30,14.12,77.96,101.52
9/11/2024 4:40,14.15,77.93,101.53
9/11/2024 4:50,14.12,77.77,101.54
9/11/2024 5:00,14.11,77.45,101.55
9/11/2024 5:10,14.1,77.13,101.57
9/11/2024 5:20,14.08,76.92,101.57
9/11/2024 5:30,14.08,77.41,101.58
9/11/2024 5:40,14.02,77.97,101.59
9/11/2024 5:50,14.07,78.15,101.62
9/11/2024 6:00,14.14,77.92,101.63
9/11/2024 6:10,14.25,78.29,101.64
9/11/2024 6:20,14.34,77.9,101.65
9/11/2024 6:30,14.72,77.26,101.67
9/11/2024 6:40,15.07,76.24,101.68
9/11/2024 6:50,15.39,74.52,101.69
9/11/2024 7:00,15.7,73.33,101.7
9/11/2024 7:10,15.75,72.59,101.72
9/11/2024 7:20,15.78,72.85,101.74
9/11/2024 7:30,16.07,71.78,101.75
9/11/2024 7:40,16.35,70.78,101.76
9/11/2024 7:50,16.61,70.15,101.77
9/11/2024 8:00,16.57,69.11,101.78
9/11/2024 8:10,16.58,69.91,101.77
9/11/2024 8:20,16.95,68.55,101.76
9/11/2024 8:30,17.17,66.83,101.77
9/11/2024 8:40,17.12,66.89,101.77
9/11/2024 8:50,17.47,67.08,101.77
9/11/2024 9:00,17.74,65.36,101.76
9/11/2024 9:10,17.92,64.43,101.76
9/11/2024 9:20,18.09,63.21,101.76
9/11/2024 9:30,18.6,61.83,101.76
9/11/2024 9:40,18.77,61.22,101.76
9/11/2024 9:50,19.53,58.61,101.76
9/11/2024 10:00,20.18,56.8,101.76
9/11/2024 10:10,19.67,57.23,101.76
